algorithm,sweep_parameter,sweep_value,num_users_per_request,request_seed,topology_seed,num_nodes,num_edges,average_edge_length_km,trial,throughput_qbps,realized_throughput,realized_successful_ghz_count,ilp_expected_objective,ilp_expected_throughput_term,ilp_covered_requests,ilp_selected_tree_count,deployed_source_count,served_requests,failed_requests,per_request_ghz,request_batch,ordered_requests,cost,used_budget,candidate_edge_count,effective_capacity,placement_runtime,link_deployment_runtime,routing_runtime,placement_and_routing_runtime,algorithm_running_time,total_runtime,deployed_dict,seed,source_seed,link_seed,operation_seed_base,request_operation_seeds,master_seed,request_order_seed,source_metadata,ci95_halfwidth,throughput_ci95_halfwidth,placement_runtime_ci95_halfwidth,link_deployment_runtime_ci95_halfwidth,routing_runtime_ci95_halfwidth,placement_and_routing_runtime_ci95_halfwidth,algorithm_running_time_ci95_halfwidth,total_runtime_ci95_halfwidth
BT-MP_t,num_users_per_request,4,4,593145736,,25,40,10.0,0,1.0,1.0,1.0,,,,,40,1,3,"[1, 0, 0, 0]","[[4, 18, 12, 7], [19, 13, 21, 8], [3, 1, 15, 17], [12, 6, 4, 1]]","[[4, 18, 12, 7], [19, 13, 21, 8], [3, 1, 15, 17], [12, 6, 4, 1]]",40,40,40,160,0.002265400000000639,0.00042179999999980566,0.0015471999999991937,0.003812599999999833,0.0046882999999997566,0.0046882999999997566,"{(12, 13): 1, (7, 12): 1, (11, 12): 1, (12, 17): 1, (6, 7): 1, (7, 8): 1, (6, 11): 1, (8, 13): 1, (11, 16): 1, (13, 18): 1, (16, 17): 1, (17, 18): 1, (2, 7): 1, (10, 11): 1, (13, 14): 1, (17, 22): 1, (16, 21): 1, (18, 19): 1, (18, 23): 1, (3, 8): 1, (5, 6): 1, (8, 9): 1, (15, 16): 1, (1, 6): 1, (1, 2): 1, (2, 3): 1, (5, 10): 1, (9, 14): 1, (10, 15): 1, (14, 19): 1, (21, 22): 1, (22, 23): 1, (4, 9): 1, (0, 1): 1, (0, 5): 1, (3, 4): 1, (15, 20): 1, (19, 24): 1, (20, 21): 1, (23, 24): 1}",1917356134,3074377297,2012288188,689960118,"[4265918666, 2813778286, 1199889537, 3769681090]",1,4029182149,"{'betweenness_scores': {(0, 1): 0.04896031746031746, (0, 5): 0.04896031746031746, (1, 2): 0.06992857142857144, (1, 6): 0.0758253968253968, (5, 6): 0.07582539682539681, (5, 10): 0.06992857142857144, (2, 3): 0.06992857142857144, (2, 7): 0.08376190476190479, (6, 7): 0.11528571428571432, (6, 11): 0.11528571428571428, (3, 4): 0.04896031746031746, (3, 8): 0.07582539682539681, (7, 8): 0.11528571428571431, (7, 12): 0.12957142857142856, (4, 9): 0.04896031746031747, (8, 9): 0.07582539682539681, (8, 13): 0.11528571428571428, (9, 14): 0.06992857142857144, (10, 11): 0.08376190476190479, (10, 15): 0.06992857142857144, (11, 12): 0.12957142857142856, (11, 16): 0.11528571428571428, (12, 13): 0.1295714285714286, (12, 17): 0.12957142857142856, (13, 14): 0.08376190476190479, (13, 18): 0.11528571428571428, (14, 19): 0.06992857142857144, (15, 16): 0.07582539682539681, (15, 20): 0.04896031746031746, (16, 17): 0.11528571428571428, (16, 21): 0.07582539682539682, (17, 18): 0.11528571428571428, (17, 22): 0.08376190476190476, (18, 19): 0.07582539682539682, (18, 23): 0.07582539682539682, (19, 24): 0.04896031746031746, (20, 21): 0.04896031746031746, (21, 22): 0.06992857142857144, (22, 23): 0.06992857142857144, (23, 24): 0.04896031746031746}, 'allocation': {(0, 1): 1, (0, 5): 1, (1, 2): 1, (1, 6): 1, (2, 3): 1, (2, 7): 1, (3, 4): 1, (3, 8): 1, (4, 9): 1, (5, 6): 1, (5, 10): 1, (6, 7): 1, (6, 11): 1, (7, 8): 1, (7, 12): 1, (8, 9): 1, (8, 13): 1, (9, 14): 1, (10, 11): 1, (10, 15): 1, (11, 12): 1, (11, 16): 1, (12, 13): 1, (12, 17): 1, (13, 14): 1, (13, 18): 1, (14, 19): 1, (15, 16): 1, (15, 20): 1, (16, 17): 1, (16, 21): 1, (17, 18): 1, (17, 22): 1, (18, 19): 1, (18, 23): 1, (19, 24): 1, (20, 21): 1, (21, 22): 1, (22, 23): 1, (23, 24): 1}, 'used_budget': 40, 'candidate_edge_count': 40, 'effective_capacity': 160}",,,,,,,,
BT-MP_t,num_users_per_request,4,4,593145736,,25,40,10.0,SUMMARY,1.0,1.0,1.0,,,,,,,,,,,,,,,0.002265400000000639,0.00042179999999980566,0.0015471999999991937,0.003812599999999833,0.0046882999999997566,0.0046882999999997566,,,,,,,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DP-MP_t,num_users_per_request,4,4,593145736,,25,40,10.0,0,1.0,1.0,1.0,,,,,40,1,3,"[1, 0, 0, 0]","[[4, 18, 12, 7], [19, 13, 21, 8], [3, 1, 15, 17], [12, 6, 4, 1]]","[[4, 18, 12, 7], [19, 13, 21, 8], [3, 1, 15, 17], [12, 6, 4, 1]]",40,40,40,160,0.05064759999999957,0.0013164000000003284,0.0032845999999988607,0.05393219999999843,0.055677800000001554,0.055677800000001554,"{(1, 2): 2, (1, 6): 2, (2, 3): 3, (3, 4): 2, (3, 8): 1, (4, 9): 2, (6, 7): 1, (6, 11): 1, (7, 8): 1, (7, 12): 2, (8, 9): 1, (8, 13): 2, (9, 14): 1, (10, 15): 1, (11, 12): 1, (12, 13): 2, (12, 17): 2, (13, 14): 1, (13, 18): 2, (14, 19): 1, (15, 16): 1, (16, 17): 2, (16, 21): 1, (17, 18): 2, (17, 22): 1, (18, 19): 1, (21, 22): 1}",1401080234,1198487884,2012288188,689960118,"[4265918666, 2813778286, 1199889537, 3769681090]",1,4029182149,"{'used_budget': 40, 'candidate_edge_count': 40, 'effective_capacity': 160, 'dp_candidate_seed': 3229805457, 'dp_candidate_tree_counts': {0: 4, 1: 4, 2: 4, 3: 4}, 'dp_path_edge_count': 40, 'dp_allocation': {(0, 1): 0, (0, 5): 0, (1, 2): 2, (1, 6): 2, (2, 3): 3, (2, 7): 0, (3, 4): 2, (3, 8): 1, (4, 9): 2, (5, 6): 0, (5, 10): 0, (6, 7): 1, (6, 11): 1, (7, 8): 1, (7, 12): 2, (8, 9): 1, (8, 13): 2, (9, 14): 1, (10, 11): 0, (10, 15): 1, (11, 12): 1, (11, 16): 0, (12, 13): 2, (12, 17): 2, (13, 14): 1, (13, 18): 2, (14, 19): 1, (15, 16): 1, (15, 20): 0, (16, 17): 2, (16, 21): 1, (17, 18): 2, (17, 22): 1, (18, 19): 1, (18, 23): 0, (19, 24): 0, (20, 21): 0, (21, 22): 1, (22, 23): 0, (23, 24): 0}, 'dp_value': 10.508029533438421, 'dp_parts': {'F_topo': {(3, 4): 0.4611044623012146, (3, 8): 0.7546589160539724, (8, 13): 0.9999999999999282, (13, 18): 0.8052658574114656, (4, 9): 0.4036587450846005, (8, 9): 0.25799281928532924, (9, 14): 0.26927679945287847, (13, 14): 0.23747649170796722, (14, 19): 0.3492904770045908, (18, 19): 0.5231663532227353, (2, 3): 0.4763207385877583, (2, 7): 0.3727132843220794, (7, 12): 0.9516156607966494, (7, 8): 0.8216789194733553, (12, 13): 0.7888527953495758, (1, 2): 0.4210976235253585, (1, 6): 0.5195759958966969, (6, 11): 0.611386561805393, (11, 16): 0.5093178321080161, (16, 21): 0.5069242605573239, (6, 7): 0.7190972815865444, (11, 12): 0.4657206360061212, (12, 17): 0.8534792272182667, (16, 17): 0.6002735510343215, (17, 18): 0.755000854846928, (17, 22): 0.18481791759273772, (21, 22): 0.2788510856556477, (18, 23): 0.05402632928705373, (22, 23): 0.07402974867498185, (19, 24): 0.0, (23, 24): 0.0, (0, 1): 0.0035903573260383805, (0, 5): 0.0035903573260383805, (5, 10): 0.08360403487775087, (10, 15): 0.25491537014872506, (5, 6): 0.06001025816378438, (10, 11): 0.15130791588304615, (15, 16): 0.5308599760642461, (20, 21): 0.015900153872455688, (15, 20): 0.015900153872455688}, 'F_demand': {(0, 1): 0.14285714285712245, (0, 5): 0.14285714285712245, (1, 2): 0.8571428571427346, (1, 6): 0.8571428571427346, (2, 3): 0.9999999999998571, (2, 7): 0.14285714285712245, (3, 4): 0.5714285714284898, (3, 8): 0.2857142857142449, (4, 9): 0.5714285714284898, (5, 6): 0.0, (5, 10): 0.14285714285712245, (6, 7): 0.4285714285713673, (6, 11): 0.4285714285713673, (7, 8): 0.2857142857142449, (7, 12): 0.9999999999998571, (8, 9): 0.2857142857142449, (8, 13): 0.8571428571427346, (9, 14): 0.2857142857142449, (10, 11): 0.14285714285712245, (10, 15): 0.2857142857142449, (11, 12): 0.4285714285713673, (11, 16): 0.14285714285712245, (12, 13): 0.8571428571427346, (12, 17): 0.5714285714284898, (13, 14): 0.4285714285713673, (13, 18): 0.7142857142856123, (14, 19): 0.4285714285713673, (15, 16): 0.4285714285713673, (15, 20): 0.14285714285712245, (16, 17): 0.5714285714284898, (16, 21): 0.2857142857142449, (17, 18): 0.5714285714284898, (17, 22): 0.2857142857142449, (18, 19): 0.4285714285713673, (18, 23): 0.0, (19, 24): 0.14285714285712245, (20, 21): 0.14285714285712245, (21, 22): 0.4285714285713673, (22, 23): 0.14285714285712245, (23, 24): 0.14285714285712245}, 'F_qual': {(0, 1): 0.0, (0, 5): 0.0, (1, 2): 0.0, (1, 6): 0.0, (2, 3): 0.0, (2, 7): 0.0, (3, 4): 0.0, (3, 8): 0.0, (4, 9): 0.0, (5, 6): 0.0, (5, 10): 0.0, (6, 7): 0.0, (6, 11): 0.0, (7, 8): 0.0, (7, 12): 0.0, (8, 9): 0.0, (8, 13): 0.0, (9, 14): 0.0, (10, 11): 0.0, (10, 15): 0.0, (11, 12): 0.0, (11, 16): 0.0, (12, 13): 0.0, (12, 17): 0.0, (13, 14): 0.0, (13, 18): 0.0, (14, 19): 0.0, (15, 16): 0.0, (15, 20): 0.0, (16, 17): 0.0, (16, 21): 0.0, (17, 18): 0.0, (17, 22): 0.0, (18, 19): 0.0, (18, 23): 0.0, (19, 24): 0.0, (20, 21): 0.0, (21, 22): 0.0, (22, 23): 0.0, (23, 24): 0.0}, 'F_overlap': {(0, 1): 0.0, (0, 5): 0.0, (1, 2): 0.0, (1, 6): 0.0, (2, 3): 0.0, (2, 7): 0.0, (3, 4): 0.0, (3, 8): 0.0, (4, 9): 0.0, (5, 6): 0.0, (5, 10): 0.0, (6, 7): 0.0, (6, 11): 0.0, (7, 8): 0.0, (7, 12): 0.0, (8, 9): 0.0, (8, 13): 0.0, (9, 14): 0.0, (10, 11): 0.0, (10, 15): 0.0, (11, 12): 0.0, (11, 16): 0.0, (12, 13): 0.0, (12, 17): 0.0, (13, 14): 0.0, (13, 18): 0.0, (14, 19): 0.0, (15, 16): 0.0, (15, 20): 0.0, (16, 17): 0.0, (16, 21): 0.0, (17, 18): 0.0, (17, 22): 0.0, (18, 19): 0.0, (18, 23): 0.0, (19, 24): 0.0, (20, 21): 0.0, (21, 22): 0.0, (22, 23): 0.0, (23, 24): 0.0}}, 'dp_total_pairs': 40}",,,,,,,,
DP-MP_t,num_users_per_request,4,4,593145736,,25,40,10.0,SUMMARY,1.0,1.0,1.0,,,,,,,,,,,,,,,0.05064759999999957,0.0013164000000003284,0.0032845999999988607,0.05393219999999843,0.055677800000001554,0.055677800000001554,,,,,,,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LP_R-MP_t,num_users_per_request,4,4,593145736,,25,40,10.0,0,1.0,1.0,1.0,4000.1112212711955,0.11122127119584423,4,6,40,1,3,"[1, 0, 0, 0]","[[4, 18, 12, 7], [19, 13, 21, 8], [3, 1, 15, 17], [12, 6, 4, 1]]","[[4, 18, 12, 7], [19, 13, 21, 8], [3, 1, 15, 17], [12, 6, 4, 1]]",40,40,40,160,0.7085604000000014,0.0006057999999988795,0.0027904000000003037,0.7113508000000017,0.7127514000000001,0.7127514000000001,"{(1, 2): 2, (1, 6): 3, (2, 3): 3, (2, 7): 1, (3, 4): 3, (3, 8): 1, (4, 9): 1, (6, 7): 1, (6, 11): 2, (7, 8): 2, (7, 12): 3, (8, 9): 1, (8, 13): 1, (9, 14): 1, (11, 12): 1, (11, 16): 1, (12, 13): 1, (12, 17): 1, (13, 14): 1, (13, 18): 2, (14, 19): 1, (15, 16): 1, (16, 17): 1, (17, 18): 2, (17, 22): 1, (18, 19): 1, (21, 22): 1}",148139878,1899179786,2012288188,689960118,"[4265918666, 2813778286, 1199889537, 3769681090]",1,4029182149,"{'lp_objective': 4000.1112212711955, 'ilp_expected_objective': 4000.1112212711955, 'ilp_expected_throughput_term': 0.11122127119584423, 'ilp_covered_requests': 4, 'ilp_selected_tree_count': 6, 'deployed_source_count': 40, 'ilp_objective_mode': 'coverage_expected_throughput', 'lp_status': 'OPTIMAL', 'lp_candidate_seed': 1934997417, 'lp_solver_seed': 1901584977, 'lp_selected_trees': 6, 'lp_candidate_tree_counts': {0: 9, 1: 16, 2: 27, 3: 13}, 'lp_minimum_routing_source_placement': None, 'lp_used_budget': 40, 'lp_memory_load': {1: 5, 2: 6, 3: 7, 4: 4, 6: 6, 7: 7, 8: 5, 9: 3, 11: 4, 12: 6, 13: 5, 14: 3, 15: 1, 16: 3, 17: 5, 18: 5, 19: 2, 21: 1, 22: 2}, 'used_budget': 40, 'candidate_edge_count': 40, 'effective_capacity': 160}",,,,,,,,
LP_R-MP_t,num_users_per_request,4,4,593145736,,25,40,10.0,SUMMARY,1.0,1.0,1.0,,,,,,,,,,,,,,,0.7085604000000014,0.0006057999999988795,0.0027904000000003037,0.7113508000000017,0.7127514000000001,0.7127514000000001,,,,,,,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ILP_CG-MP_t,num_users_per_request,4,4,593145736,,25,40,10.0,0,1.0,1.0,1.0,4000.0942071371987,0.09420713719830197,4,6,40,1,3,"[1, 0, 0, 0]","[[4, 18, 12, 7], [19, 13, 21, 8], [3, 1, 15, 17], [12, 6, 4, 1]]","[[4, 18, 12, 7], [19, 13, 21, 8], [3, 1, 15, 17], [12, 6, 4, 1]]",40,40,40,160,0.6598430000000004,0.00045399999999951035,0.0018258000000006547,0.6616688000000011,0.6625516999999999,0.6625516999999999,"{(1, 2): 2, (1, 6): 3, (2, 3): 2, (3, 4): 3, (3, 8): 2, (6, 7): 2, (6, 11): 1, (7, 8): 2, (7, 12): 3, (8, 13): 2, (11, 16): 1, (12, 13): 1, (12, 17): 1, (13, 14): 2, (13, 18): 2, (14, 19): 2, (15, 16): 1, (16, 17): 1, (17, 18): 1, (17, 22): 1, (19, 24): 1, (21, 22): 2, (22, 23): 1, (23, 24): 1}",3403111947,1899179786,2012288188,689960118,"[4265918666, 2813778286, 1199889537, 3769681090]",1,4029182149,"{'ilp_objective': 4000.0942071371987, 'ilp_expected_objective': 4000.0942071371987, 'ilp_expected_throughput_term': 0.09420713719830197, 'ilp_covered_requests': 4, 'ilp_selected_tree_count': 6, 'deployed_source_count': 40, 'ilp_objective_mode': 'coverage_expected_throughput', 'ilp_use_redundancy_reward': False, 'ilp_spend_remaining_budget_after_solve': True, 'ilp_status': 'OPTIMAL', 'ilp_cg_iterations': 1, 'ilp_cg_added_columns': 4, 'ilp_cg_pricing_mode': 'candidate_pool_exact', 'ilp_cg_pricing_pool_trees': 32, 'ilp_cg_pricing_pool_seed': 1934997417, 'ilp_cg_initial_seed': 1934997417, 'ilp_cg_final_solver_seed': 4122478884, 'ilp_cg_max_trees_per_request': 2, 'ilp_cg_max_pricing_columns_per_request': 1, 'ilp_selected_trees': 6, 'ilp_candidate_tree_counts': {0: 3, 1: 3, 2: 3, 3: 3}, 'ilp_minimum_routing_source_placement': {(1, 2): 2, (1, 6): 3, (2, 3): 2, (3, 4): 3, (3, 8): 2, (6, 7): 2, (6, 11): 1, (7, 8): 2, (7, 12): 3, (8, 13): 2, (11, 16): 1, (12, 13): 1, (13, 14): 2, (13, 18): 2, (14, 19): 2, (15, 16): 1, (16, 17): 1, (17, 18): 1, (17, 22): 1, (19, 24): 1, (21, 22): 2, (22, 23): 1, (23, 24): 1}, 'ilp_optimized_z_used_budget': 39, 'ilp_deployed_used_budget': 40, 'ilp_redundant_used_budget': 40, 'ilp_redundant_routing_source_placement': {(1, 2): 2, (1, 6): 3, (2, 3): 2, (3, 4): 3, (3, 8): 2, (6, 7): 2, (6, 11): 1, (7, 8): 2, (7, 12): 3, (8, 13): 2, (11, 16): 1, (12, 13): 1, (12, 17): 1, (13, 14): 2, (13, 18): 2, (14, 19): 2, (15, 16): 1, (16, 17): 1, (17, 18): 1, (17, 22): 1, (19, 24): 1, (21, 22): 2, (22, 23): 1, (23, 24): 1}, 'ilp_redundant_memory_load': {1: 5, 2: 4, 3: 7, 4: 3, 6: 6, 7: 7, 8: 6, 11: 2, 12: 5, 13: 7, 14: 4, 15: 1, 16: 3, 17: 4, 18: 3, 19: 3, 21: 2, 22: 4, 23: 2, 24: 2}, 'used_budget': 40, 'candidate_edge_count': 40, 'effective_capacity': 160}",,,,,,,,
ILP_CG-MP_t,num_users_per_request,4,4,593145736,,25,40,10.0,SUMMARY,1.0,1.0,1.0,,,,,,,,,,,,,,,0.6598430000000004,0.00045399999999951035,0.0018258000000006547,0.6616688000000011,0.6625516999999999,0.6625516999999999,,,,,,,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ILP-MP_t,num_users_per_request,4,4,593145736,,25,40,10.0,0,1.0,1.0,1.0,4000.0956159139273,0.09561591392716283,4,6,40,1,3,"[1, 0, 0, 0]","[[4, 18, 12, 7], [19, 13, 21, 8], [3, 1, 15, 17], [12, 6, 4, 1]]","[[4, 18, 12, 7], [19, 13, 21, 8], [3, 1, 15, 17], [12, 6, 4, 1]]",40,40,40,160,0.05025790000000008,0.00044819999999923255,0.0029156999999990774,0.053173599999999155,0.05395599999999945,0.05395599999999945,"{(0, 1): 1, (0, 5): 1, (1, 2): 3, (1, 6): 2, (2, 3): 3, (3, 4): 3, (3, 8): 1, (4, 9): 1, (5, 10): 1, (6, 7): 1, (6, 11): 1, (7, 8): 2, (7, 12): 3, (8, 9): 1, (8, 13): 1, (10, 15): 1, (11, 12): 2, (11, 16): 1, (12, 13): 3, (13, 18): 3, (15, 16): 1, (16, 17): 1, (16, 21): 1, (17, 18): 1, (18, 19): 1}",314954152,1899179786,2012288188,689960118,"[4265918666, 2813778286, 1199889537, 3769681090]",1,4029182149,"{'ilp_objective': 4000.0956159139273, 'ilp_expected_objective': 4000.0956159139273, 'ilp_expected_throughput_term': 0.09561591392716283, 'ilp_covered_requests': 4, 'ilp_selected_tree_count': 6, 'deployed_source_count': 40, 'ilp_objective_mode': 'coverage_expected_throughput', 'ilp_use_redundancy_reward': False, 'ilp_spend_remaining_budget_after_solve': True, 'ilp_status': 'OPTIMAL', 'ilp_candidate_seed': 1934997417, 'ilp_solver_seed': 1714257075, 'ilp_selected_trees': 6, 'ilp_candidate_tree_counts': {0: 4, 1: 4, 2: 4, 3: 4}, 'ilp_minimum_routing_source_placement': {(0, 1): 1, (0, 5): 1, (1, 2): 3, (1, 6): 2, (2, 3): 3, (3, 4): 3, (3, 8): 1, (4, 9): 1, (5, 10): 1, (6, 7): 1, (6, 11): 1, (7, 8): 2, (7, 12): 3, (8, 9): 1, (8, 13): 1, (10, 15): 1, (11, 12): 2, (11, 16): 1, (12, 13): 3, (13, 18): 3, (15, 16): 1, (16, 17): 1, (16, 21): 1, (18, 19): 1}, 'ilp_optimized_z_used_budget': 39, 'ilp_deployed_used_budget': 40, 'ilp_redundant_used_budget': 40, 'ilp_redundant_routing_source_placement': {(0, 1): 1, (0, 5): 1, (1, 2): 3, (1, 6): 2, (2, 3): 3, (3, 4): 3, (3, 8): 1, (4, 9): 1, (5, 10): 1, (6, 7): 1, (6, 11): 1, (7, 8): 2, (7, 12): 3, (8, 9): 1, (8, 13): 1, (10, 15): 1, (11, 12): 2, (11, 16): 1, (12, 13): 3, (13, 18): 3, (15, 16): 1, (16, 17): 1, (16, 21): 1, (17, 18): 1, (18, 19): 1}, 'ilp_redundant_memory_load': {0: 2, 1: 6, 2: 6, 3: 7, 4: 4, 5: 2, 6: 4, 7: 6, 8: 5, 9: 2, 10: 2, 11: 4, 12: 8, 13: 7, 15: 2, 16: 4, 17: 2, 18: 5, 19: 1, 21: 1}, 'used_budget': 40, 'candidate_edge_count': 40, 'effective_capacity': 160}",,,,,,,,
ILP-MP_t,num_users_per_request,4,4,593145736,,25,40,10.0,SUMMARY,1.0,1.0,1.0,,,,,,,,,,,,,,,0.05025790000000008,0.00044819999999923255,0.0029156999999990774,0.053173599999999155,0.05395599999999945,0.05395599999999945,,,,,,,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BT-MP_t,num_users_per_request,5,5,593145736,,25,40,10.0,0,1.0,1.0,1.0,,,,,40,1,3,"[0, 1, 0, 0]","[[4, 18, 12, 7, 23], [19, 13, 21, 8, 0], [3, 1, 15, 17, 6], [12, 6, 4, 1, 11]]","[[4, 18, 12, 7, 23], [19, 13, 21, 8, 0], [3, 1, 15, 17, 6], [12, 6, 4, 1, 11]]",40,40,40,160,0.0029562999999992456,0.0005232999999993382,0.0026132000000007594,0.005569500000000005,0.006541800000000819,0.006541800000000819,"{(12, 13): 1, (7, 12): 1, (11, 12): 1, (12, 17): 1, (6, 7): 1, (7, 8): 1, (6, 11): 1, (8, 13): 1, (11, 16): 1, (13, 18): 1, (16, 17): 1, (17, 18): 1, (2, 7): 1, (10, 11): 1, (13, 14): 1, (17, 22): 1, (16, 21): 1, (18, 19): 1, (18, 23): 1, (3, 8): 1, (5, 6): 1, (8, 9): 1, (15, 16): 1, (1, 6): 1, (1, 2): 1, (2, 3): 1, (5, 10): 1, (9, 14): 1, (10, 15): 1, (14, 19): 1, (21, 22): 1, (22, 23): 1, (4, 9): 1, (0, 1): 1, (0, 5): 1, (3, 4): 1, (15, 20): 1, (19, 24): 1, (20, 21): 1, (23, 24): 1}",1917356134,3074377297,2012288188,689960118,"[4265918666, 2813778286, 1199889537, 3769681090]",1,4029182149,"{'betweenness_scores': {(0, 1): 0.04896031746031746, (0, 5): 0.04896031746031746, (1, 2): 0.06992857142857144, (1, 6): 0.0758253968253968, (5, 6): 0.07582539682539681, (5, 10): 0.06992857142857144, (2, 3): 0.06992857142857144, (2, 7): 0.08376190476190479, (6, 7): 0.11528571428571432, (6, 11): 0.11528571428571428, (3, 4): 0.04896031746031746, (3, 8): 0.07582539682539681, (7, 8): 0.11528571428571431, (7, 12): 0.12957142857142856, (4, 9): 0.04896031746031747, (8, 9): 0.07582539682539681, (8, 13): 0.11528571428571428, (9, 14): 0.06992857142857144, (10, 11): 0.08376190476190479, (10, 15): 0.06992857142857144, (11, 12): 0.12957142857142856, (11, 16): 0.11528571428571428, (12, 13): 0.1295714285714286, (12, 17): 0.12957142857142856, (13, 14): 0.08376190476190479, (13, 18): 0.11528571428571428, (14, 19): 0.06992857142857144, (15, 16): 0.07582539682539681, (15, 20): 0.04896031746031746, (16, 17): 0.11528571428571428, (16, 21): 0.07582539682539682, (17, 18): 0.11528571428571428, (17, 22): 0.08376190476190476, (18, 19): 0.07582539682539682, (18, 23): 0.07582539682539682, (19, 24): 0.04896031746031746, (20, 21): 0.04896031746031746, (21, 22): 0.06992857142857144, (22, 23): 0.06992857142857144, (23, 24): 0.04896031746031746}, 'allocation': {(0, 1): 1, (0, 5): 1, (1, 2): 1, (1, 6): 1, (2, 3): 1, (2, 7): 1, (3, 4): 1, (3, 8): 1, (4, 9): 1, (5, 6): 1, (5, 10): 1, (6, 7): 1, (6, 11): 1, (7, 8): 1, (7, 12): 1, (8, 9): 1, (8, 13): 1, (9, 14): 1, (10, 11): 1, (10, 15): 1, (11, 12): 1, (11, 16): 1, (12, 13): 1, (12, 17): 1, (13, 14): 1, (13, 18): 1, (14, 19): 1, (15, 16): 1, (15, 20): 1, (16, 17): 1, (16, 21): 1, (17, 18): 1, (17, 22): 1, (18, 19): 1, (18, 23): 1, (19, 24): 1, (20, 21): 1, (21, 22): 1, (22, 23): 1, (23, 24): 1}, 'used_budget': 40, 'candidate_edge_count': 40, 'effective_capacity': 160}",,,,,,,,
BT-MP_t,num_users_per_request,5,5,593145736,,25,40,10.0,SUMMARY,1.0,1.0,1.0,,,,,,,,,,,,,,,0.0029562999999992456,0.0005232999999993382,0.0026132000000007594,0.005569500000000005,0.006541800000000819,0.006541800000000819,,,,,,,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
